Animal Name,Type of Animal,Primary Breed,TPD Sector,Latitude & Longitude,count
KHALEESI,CAT,DOMESTIC SH,2,"(47.279227, -122.514891)",1
SIR,CAT,DOMESTIC SH,4,"(47.193938, -122.426572)",1
JASMINE,DOG,LABRADOR RETR,2,"(47.271, -122.469059)",1
SNOOPY,DOG,CHIHUAHUA SH,3,"(47.230788, -122.496242)",1
TRAVIESA,DOG,CHIHUAHUA SH,3,"(47.230788, -122.496242)",1
MOSES,CAT,DOMESTIC SH,2,"(47.247478, -122.49602)",1
ONYX,CAT,DOMESTIC SH,4,"(47.231603, -122.433538)",1
LILLY,CAT,DOMESTIC SH,2,"(47.263804, -122.473084)",1
CAILLOU,CAT,DOMESTIC SH,2,"(47.251107, -122.494219)",1
COOKIE,DOG,CHIHUAHUA SH,4,"(47.226998, -122.402316)",1
MISTY,DOG,GERM SHEPHERD,1,"(47.288643, -122.398631)",1
LOLA,DOG,PUG,2,"(47.282438, -122.50212)",1
RICKY GARRET,DOG,POODLE TOY,3,"(47.190938, -122.493812)",1
SAMMY,DOG,GOLDEN RETR,1,"(47.2976, -122.388142)",1
EDDIE,CAT,DOMESTIC SH,3,"(47.217613, -122.461601)",1
MAXIMUS,CAT,DOMESTIC SH,2,"(47.262777, -122.46422)",1
HANSEL,CAT,DOMESTIC MH,1,"(47.2976, -122.388142)",1
NAUGHTY,DOG,PIT BULL,2,"(47.254538, -122.483362)",1
JACK,CAT,DOMESTIC SH,2,"(47.290468, -122.508992)",1
MOKEY,CAT,DOMESTIC SH,4,"(47.203977, -122.41132)",1
ZEUS,DOG,PIT BULL,2,"(47.251677, -122.53592)",1
CRASH,DOG,SIBERIAN HUSKY,2,"(47.262528, -122.48922)",1
AUGUST,CAT,DOMESTIC MH,3,"(47.233602, -122.494957)",1
MELLO,DOG,CHIHUAHUA SH,4,"(47.181398, -122.43712)",1
JACOBY,DOG,CHIHUAHUA LH,4,"(47.181398, -122.43712)",1
LUCY LU,DOG,LABRADOR RETR,4,"(47.231282, -122.397616)",1
HEIDI,DOG,DACHSHUND,2,"(47.255177, -122.53362)",1
SADIE,DOG,LABRADOR RETR,3,"(47.183717, -122.458243)",1
BAMBAM,DOG,CHIHUAHUA SH,1,"(47.288812, -122.386795)",1
MUFFIN,DOG,CHIHUAHUA SH,1,"(47.288812, -122.386795)",1
GRACIE,CAT,DOMESTIC SH,2,"(47.25433, -122.533085)",1
TODD,DOG,REDBONE HOUND,1,"(47.28693, -122.379689)",1
PAIS LEE,DOG,ITAL GREYHOUND,2,"(47.251217, -122.49329)",1
CLEO,CAT,DOMESTIC SH,3,"(47.202434, -122.474712)",1
SCOOTER,DOG,PARSON RUSS TER,2,"(47.249496, -122.465929)",1
MR.BUN,DOG,POMERANIAN,3,"(47.230495, -122.48766)",1
BOB,CAT,MAINE COON,2,"(47.283625, -122.488301)",1
JACK,DOG,GOLDEN RETR,2,"(47.283625, -122.488301)",1
YETTI,CAT,DOMESTIC SH,3,"(47.214259, -122.47383)",1
HILDERGARD,DOG,DACHSHUND,3,"(47.209358, -122.456184)",1
COOPER,DOG,SHIH TZU,1,"(47.235886, -122.474655)",1
FOXY,DOG,SHIBA INU,2,"(47.25675, -122.496324)",1
CHORRONG,DOG,SCHNAUZER MIN,4,"(47.171437, -122.426985)",1
SAMMY,DOG,POMERANIAN,4,"(47.217998, -122.406637)",1
RASCAL,DOG,PEKINGESE,3,"(47.196639, -122.481993)",1
LIBBY,DOG,GOLDEN RETR,2,"(47.258236, -122.461821)",1
POSEY,CAT,DOMESTIC SH,1,"(47.247239, -122.452552)",1
CASSIDY,DOG,SHETLD SHEEPDOG,1,"(47.284377, -122.36632)",1
DAGWIRE,CAT,DOMESTIC SH,5,"(47.232164, -122.514324)",1
MOLLY,DOG,LABRADOR RETR,4,"(47.220573, -122.422418)",1
EDDIE,CAT,DOMESTIC SH,4,"(47.1895, -122.437587)",1
HOBBS,CAT,DOMESTIC SH,4,"(47.1895, -122.437587)",1
DIXIE,DOG,MALTESE,1,"(47.301425, -122.413518)",1
CALI,CAT,DOMESTIC SH,4,"(47.194577, -122.42272)",1
KALI,DOG,ALASK MALAMUTE,2,"(47.25147, -122.526803)",1
MIKA,DOG,RHOD RIDGEBACK,1,"(47.250777, -122.45622)",1
MAX,DOG,CHIHUAHUA SH,3,"(47.205008, -122.505512)",1
TORT,CAT,DOMESTIC SH,2,"(47.249689, -122.514841)",1
VICTORIA,CAT,DOMESTIC SH,4,"(47.190526, -122.441544)",1
BENDER,DOG,AUST SHEPHERD,2,"(47.288258, -122.52272)",1
INGA,DOG,GERM SHEPHERD,2,"(47.289951, -122.504193)",1
ISABELLA,DOG,MALTESE,1,"(47.285775, -122.370392)",1
KEESHA,DOG,LABRADOR RETR,2,"(47.27984, -122.498846)",1
PEPPER,CAT,DOMESTIC SH,4,"(47.214821, -122.446001)",1
CORINA,DOG,ALASKAN HUSKY,4,"(47.196169, -122.447545)",1
LUE,DOG,LABRADOR RETR,2,"(47.26895, -122.502607)",1
MAENNIE,DOG,SHIH TZU,4,"(47.2111, -122.424164)",1
FINNY,DOG,YORKSHIRE TERR,3,"(47.201531, -122.454707)",1
ABBY,CAT,DOMESTIC SH,1,"(47.311285, -122.428202)",1
GINGER,DOG,AUST SHEPHERD,3,"(47.225139, -122.456113)",1
SAGE,DOG,AUST SHEPHERD,3,"(47.206215, -122.455879)",1
TIKI,DOG,CHIHUAHUA SH,1,"(47.304184, -122.422921)",1
LUCY,CAT,DOMESTIC SH,2,"(47.265363, -122.47509)",1
CHARLIE,DOG,GERM SHEPHERD,1,"(47.248938, -122.460253)",1
MACY BELLE,DOG,BOXER,1,"(47.285889, -122.372585)",1
LEROI,DOG,FRENCH BULLDOG,4,"(47.230138, -122.437137)",1
COOPER,DOG,BULLDOG,4,"(47.230138, -122.437137)",1
MARTI,DOG,POMERANIAN,2,"(47.264513, -122.466224)",1
LUKE,DOG,CHIHUAHUA SH,4,"(47.171353, -122.456107)",1
TOBY,DOG,LABRADOR RETR,1,"(47.296064, -122.407274)",1
RORY,DOG,BERNESE MTN DOG,2,"(47.25975, -122.486777)",1
OLIVE,DOG,CAIRN TERRIER,2,"(47.25975, -122.486777)",1
BABYMO,CAT,DOMESTICMEDHAIR,1,"(42.584775, -87.837191)",1
FINLAY,DOG,WEST HIGHLAND,3,"(47.190993, -122.499183)",1
RILEY,DOG,GERM SHEPHERD,2,"(47.250515, -122.527636)",1
REGINALD,DOG,LABRADOR RETR,1,"(46.934214, -101.38719)",1
ATHOS,DOG,CHIHUAHUA LH,2,"(47.253935, -122.466932)",1
TIGGER BEAR,CAT,DOMESTIC SH,2,"(47.264513, -122.466224)",1
BAMBI,CAT,DOMESTIC SH,3,"(47.195486, -122.465756)",1
SPAZ,CAT,DOMESTIC SH,4,"(47.197841, -122.400754)",1
CHARLEE,DOG,BULL TERRIER,3,"(47.217613, -122.461601)",1
KRATOS,DOG,ROTTWEILER,3,"(47.200877, -122.49792)",1
ZEEK,DOG,LABRADOR RETR,1,"(47.249379, -122.448618)",1
NALA,DOG,PIT BULL,2,"(47.258977, -122.50972)",1
AVIS,DOG,BRITTANY,2,"(47.265677, -122.508201)",1
SAM,DOG,PIT BULL,2,"(47.243412, -122.488109)",1
FLY,CAT,DOMESTIC SH,2,"(47.263777, -122.46182)",1
BOSWELL,CAT,DOMESTIC LH,2,"(47.268377, -122.46472)",1
JOE,CAT,DOMESTIC SH,5,"(47.218774, -122.51172)",1
GRACIE,DOG,ROTTWEILER,2,"(47.273308, -122.504782)",1
KASHI,CAT,DOMESTIC MH,5,"(47.239875, -122.51069)",1
KASHA,CAT,DOMESTIC MH,5,"(47.239875, -122.51069)",1
WILSON,DOG,PUG,1,"(47.292155, -122.390143)",1
LUCY,DOG,CHIHUAHUA LH,2,"(47.263741, -122.538151)",1
GEORGIA,CAT,DOMESTIC SH,2,"(47.261187, -122.523939)",1
GOMPERS,CAT,DOMESTIC SH,2,"(47.261585, -122.477533)",1
ABBY,DOG,AUST TERRIER,4,"(47.220115, -122.442276)",1
GRACIE,CAT,DOMESTIC SH,3,"(47.191806, -122.469412)",1
OLLIE,DOG,LABRADOR RETR,1,"(47.289938, -122.37712)",1
BAYAH,DOG,LABRADOR RETR,2,"(47.255046, -122.49252)",1
DIEGO,DOG,CHIHUAHUA LH,3,"(47.228927, -122.452571)",1
GRACE,DOG,PUG,4,"(47.189977, -122.44152)",1
PEPPER,CAT,DOMESTIC MH,4,"(47.231319, -122.420313)",1
LIL RED,DOG,DACHSHUND,3,"(47.194057, -122.490636)",1
PRECIOUS,DOG,DACHSHUND,3,"(47.194057, -122.490636)",1
ZEN,CAT,DOMESTIC SH,2,"(47.268208, -122.451932)",1
NINKASI,DOG,AMER BULLDOG,2,"(47.29525, -122.516636)",1
LUCKY,DOG,CHIHUAHUA LH,4,"(47.173448, -122.444957)",1
SAMPSON,DOG,LABRADOR RETR,2,"(47.250977, -122.53542)",1
KITTY,CAT,DOMESTIC SH,3,"(47.219953, -122.495613)",1
ROCKY,DOG,LABRADOR RETR,3,"(47.204162, -122.459137)",1
BAXTER,DOG,AM PIT BULL TER,3,"(47.191222, -122.494468)",1
BANDIT,DOG,BULL TERRIER,2,"(47.285078, -122.506042)",1
RAGNAR,DOG,PIT BULL,4,"(47.175077, -122.44372)",1
WALTER,DOG,DACHSHUND,2,"(47.266218, -122.525472)",1
CHARLIE,DOG,DACHSHUND,2,"(47.266218, -122.525472)",1
ELSIE,DOG,GERM SHEPHERD,2,"(47.27689, -122.502142)",1
SADIE,DOG,LABRADOR RETR,4,"(47.201477, -122.40942)",1
BOON,DOG,LABRADOR RETR,2,"(47.248577, -122.50192)",1
LILLY,DOG,CHIHUAHUA SH,2,"(47.246823, -122.485306)",1
PRINCESS,CAT,DOMESTIC SH,3,"(47.18973, -122.478011)",1
CALLIE,CAT,DOMESTIC SH,1,"(47.298018, -122.400274)",1
COSMO,DOG,AUST CATTLE DOG,4,"(47.214202, -122.435285)",1
KYRA,DOG,PIT BULL,3,"(47.228679, -122.490082)",1
BANDIDO,DOG,CHIHUAHUA SH,2,"(47.262528, -122.489202)",1
BAILEY,DOG,PIT BULL,1,"(47.255677, -122.45152)",1
CHLOE,DOG,BEAGLE,2,"(47.256777, -122.471694)",1
TOM,CAT,DOMESTIC SH,4,"(47.191966, -122.397425)",1
SADIE,DOG,PARSON RUSS TER,1,"(47.310927, -122.4146)",1
KAANCHI,DOG,MANCHESTER TERR,2,"(47.260496, -122.463958)",1
BRU,DOG,AUST CATTLE DOG,1,"(47.248677, -122.46522)",1
DEJA,DOG,AUST CATTLE DOG,1,"(47.248677, -122.46522)",1
MAX,DOG,AUST SHEPHERD,3,"(47.228679, -122.490082)",1
SHADOW,DOG,POMERANIAN,3,"(47.202594, -122.494839)",1
GIANCARLO,CAT,DOMESTIC LH,1,"(47.255277, -122.441052)",1
JOCO,DOG,POODLE TOY,4,"(47.199719, -122.426938)",1
BLAZE,DOG,ROTTWEILER,4,"(47.204362, -122.429099)",1
DUNCAN,DOG,GERM SHEPHERD,2,"(47.297077, -122.52192)",1
PIPER,DOG,PUG,1,"(47.284026, -122.393498)",1
ROCKET,DOG,LABRADOR RETR,2,"(47.260211, -122.46313)",1
SCOUT,DOG,WELSH TERRIER,4,"(47.220177, -122.43702)",1
EMILY,CAT,DOMESTIC SH,1,"(47.250305, -122.460999)",1
KIFFIE,CAT,DOMESTIC SH,1,"(47.250305, -122.460999)",1
TOMMY,CAT,DOMESTIC SH,1,"(47.250305, -122.460999)",1
OLIVE,DOG,GOLDEN RETR,2,"(47.265098, -122.473085)",1
NORMAN,CAT,DOMESTIC SH,2,"(47.274077, -122.473796)",1
LIBRA,DOG,BRITTANY,2,"(47.261123, -122.492829)",1
TOMMY,CAT,DOMESTIC SH,1,"(47.244105, -122.450963)",1
CHONCHO,CAT,DOMESTIC SH,4,"(47.175021, -122.436316)",1
CALI,CAT,DOMESTIC SH,2,"(47.257494, -122.515952)",1
BLITZ,DOG,PUG,2,"(47.262795, -122.469644)",1
TAIMA,DOG,PUG,2,"(47.262795, -122.469644)",1
HERSHEY,CAT,DOMESTIC LH,5,"(47.240598, -122.51552)",1
KOOL LEDESMA,CAT,DOMESTIC SH,2,"(47.272677, -122.50632)",1
LUCY,CAT,DOMESTIC LH,5,"(47.225846, -122.516969)",1
SUMMER,DOG,GERM SHEPHERD,3,"(47.192558, -122.493742)",1
NEWBY,CAT,DOMESTIC SH,3,"(47.192558, -122.493742)",1
PRINCESS,DOG,LHASA APSO,4,"(47.199639, -122.410203)",1
ABU,DOG,MALTESE,2,"(47.294977, -122.521201)",1
DAISY,DOG,BEAGLE,2,"(47.246823, -122.485306)",1
SIX,CAT,DOMESTICMEDHAIR,5,"(47.219072, -122.519042)",1
PRINCESS,DOG,RAT TERRIER,2,"(47.251599, -122.509086)",1
NOEL,DOG,BRUSS GRIFFON,1,"(47.304046, -122.395329)",1
DAKOTA,DOG,SIBERIAN HUSKY,2,"(47.29168, -122.504359)",1
ACHILLIES,DOG,PIT BULL,4,"(47.220628, -122.441322)",1
SPICKETT,CAT,DOMESTIC SH,4,"(47.225877, -122.42162)",1
PRANCER,CAT,DOMESTIC LH,4,"(47.204845, -122.435011)",1
ZOEY,DOG,POODLE STND,2,"(47.251993, -122.477989)",1
LILY,CAT,DOMESTIC SH,3,"(47.201436, -122.495477)",1
BARNEY,DOG,BICHON FRISE,2,"(47.269434, -122.535476)",1
SOPHIE,DOG,MALTESE,2,"(47.290477, -122.510042)",1
FREYA,CAT,MAINE COON,2,"(47.266669, -122.466179)",1
SIMON,CAT,SIAMESE,1,"(47.285022, -122.397339)",1
TIGER,DOG,AUST CATTLE DOG,4,"(47.175375, -122.458245)",1
BEAR,DOG,GORDON SETTER,4,"(47.175375, -122.458245)",1
LITTLE GIRL,DOG,CHIHUAHUA SH,2,"(47.265477, -122.45342)",1
G2,DOG,SHIH TZU,4,"(47.233956, -122.400704)",1
LEONARDO DECATIO,CAT,DOMESTIC SH,2,"(47.264977, -122.453262)",1
COOPER,DOG,SHETLD SHEEPDOG,2,"(47.286256, -122.493602)",1
SADIE,DOG,COCKER SPAN,4,"(47.216077, -122.44592)",1
BAGEL,DOG,CHIHUAHUA SH,4,"(47.202354, -122.410402)",1
ROSCOE,DOG,BOXER,3,"(47.213196, -122.453766)",1
NOEL,DOG,POODLE MIN,3,"(47.190779, -122.49908)",1
LITTLE ONE,CAT,DOMESTIC LH,4,"(47.193948, -122.408602)",1
PINTO,DOG,FRENCH BULLDOG,2,"(47.266077, -122.45892)",1
LAYLA,DOG,PAPILLON,4,"(47.204977, -122.43352)",1
ASOKA,DOG,AUST CATTLE DOG,3,"(47.197788, -122.497362)",1
EVEE,DOG,POMERANIAN,4,"(47.190888, -122.45012)",1
DAVOS,DOG,GERM SHEPHERD,1,"(47.237977, -122.44802)",1
ARYA,DOG,GERM SHEPHERD,1,"(47.237977, -122.44802)",1
HOOCH,DOG,SHIH TZU,2,"(47.265038, -122.512302)",1
HARUKO,DOG,AUST CATTLE DOG,2,"(47.253377, -122.48552)",1
MR. MANLEY,CAT,DOMESTIC SH,2,"(47.274283, -122.504999)",1
LUCY,DOG,AUST CATTLE DOG,3,"(47.232046, -122.485723)",1
JACK,CAT,DOMESTIC SH,4,"(47.210469, -122.429394)",1
MARCEL,CAT,DOMESTIC SH,2,"(47.27314, -122.46868)",1
SHEBA,DOG,GERM SHEPHERD,2,"(47.251077, -122.489359)",1
ROSIE,DOG,LABRADOR RETR,2,"(47.295096, -122.504862)",1
DOTTIE,DOG,RAT TERRIER,3,"(47.213937, -122.454148)",1
MILO,DOG,GERM SH POINT,3,"(47.232963, -122.488826)",1
TRAPP,DOG,PIT BULL,2,"(47.251377, -122.50102)",1
FRANKIE,DOG,DACHSHUND,2,"(47.285939, -122.508191)",1
MIRA,DOG,BICHON FRISE,2,"(47.276116, -122.489845)",1
PEANUT,DOG,CHIHUAHUA LH,4,"(47.21066, -122.442269)",1
ZOEY,DOG,CHIHUAHUA SH,4,"(47.21066, -122.442269)",1
RUDI,DOG,SHIH TZU,2,"(47.249652, -122.53476)",1
ROLLIE,DOG,AUST CATTLE DOG,4,"(47.175375, -122.458245)",1
GINGER,DOG,AUST CATTLE DOG,4,"(47.175375, -122.458245)",1
GRACIE,DOG,BULL TERRIER,2,"(47.251984, -122.542753)",1
JUICY,DOG,BASSET HOUND,2,"(47.285958, -122.509692)",1
GRACE,CAT,DOMESTIC SH,2,"(47.287236, -122.500773)",1
SOPHIA,CAT,DOMESTIC SH,2,"(47.287236, -122.500773)",1
TEQUILA,DOG,PIT BULL,1,"(47.243449, -122.464548)",1
PARKER,CAT,DOMESTIC LH,4,"(47.209714, -122.442269)",1
MAX,DOG,HAVANESE,2,"(47.252007, -122.499746)",1
MINDY,DOG,JINDO,2,"(47.256735, -122.530957)",1
BRAVO,DOG,BOXER,3,"(47.205288, -122.454483)",1
CHRISSY,DOG,DACHSHUND,4,"(47.193322, -122.411983)",1
CHESTER,CAT,DOMESTIC LH,3,"(47.208481, -122.473291)",1
MOLLY,DOG,LABRADOR RETR,2,"(47.253833, -122.494762)",1
KEVIN,CAT,DOMESTIC MH,1,"(47.249477, -122.45802)",1
CHARLIE,DOG,YORKSHIRE TERR,1,"(47.274577, -122.35862)",1
COCO,DOG,YORKSHIRE TERR,1,"(47.274577, -122.35862)",1
ZIPPITY,DOG,LABRADOR RETR,4,"(47.225977, -122.43092)",1
MARTY,DOG,SCHNAUZER MIN,2,"(47.284639, -122.51924)",1
LILLE,CAT,DOMESTICMEDHAIR,2,"(47.253258, -122.485349)",1
LILY ANDEN,DOG,PIT BULL,2,"(47.275118, -122.497982)",1
THOR,DOG,CHIHUAHUA SH,4,"(47.234648, -122.417592)",1
PERCY,CAT,DOMESTIC MH,1,"(47.299198, -122.391652)",1
KISA,DOG,GERM SHEPHERD,4,"(47.179677, -122.429062)",1
DAHLIA,DOG,PIT BULL,3,"(47.225577, -122.45112)",1
ABBY,CAT,DOMESTIC LH,3,"(47.203898, -122.506452)",1
LIZZY,DOG,BICHON FRISE,2,"(47.269921, -122.504229)",1
JAKE,DOG,MALTESE,4,"(47.23348, -122.420726)",1
RASCAL,DOG,AUST CATTLE DOG,1,"(47.299977, -122.408909)",1
BAILEY,DOG,SCHNAUZER MIN,1,"(47.241162, -122.445182)",1
CINCO,DOG,CHIHUAHUA SH,4,"(47.217804, -122.446789)",1
ANGEL,DOG,BICHON FRISE,2,"(47.247178, -122.545002)",1
ROXY,DOG,CAVALIER SPAN,2,"(47.247178, -122.545002)",1
BEAR,DOG,BELG MALINOIS,2,"(47.271829, -122.52096)",1
ARCHIE,CAT,DOMESTIC SH,2,"(47.249412, -122.541872)",1
ROCKY,DOG,POODLE MIN,4,"(47.2249, -122.445811)",1
ZURIAH,DOG,BOSTON TERRIER,4,"(47.22225, -122.437095)",1
BEAU,DOG,COTON DE TULEAR,2,"(47.272598, -122.48932)",1
RIPLEY,DOG,BORDER COLLIE,4,"(47.202175, -122.449872)",1
DUFFY,DOG,BICHON FRISE,2,"(47.253577, -122.54282)",1
FRANKIE,DOG,PUG,4,"(47.181653, -122.451925)",1
CINDY,DOG,SCOT TERRIER,4,"(47.181653, -122.451925)",1
JONI,DOG,PUG,4,"(47.181653, -122.451925)",1
CAMP,DOG,SCHNAUZER STAND,3,"(47.192563, -122.477503)",1
ASTRO,DOG,POODLE STND,1,"(47.247677, -122.44432)",1
SHADOW,DOG,CHOW CHOW,2,"(47.239877, -122.485201)",1
SIMBA,CAT,OCICAT,2,"(47.244169, -122.548289)",1
PIPPIN,CAT,RAGDOLL,2,"(47.271777, -122.48072)",1
TRUNDLE,DOG,CHIHUAHUA SH,2,"(47.283913, -122.515363)",1
PEACH,CAT,DOMESTIC SH,2,"(47.259553, -122.499591)",1
CHERIE,DOG,PIT BULL,2,"(47.265774, -122.53092)",1
MISSY,DOG,CHOW CHOW,2,"(47.248877, -122.470392)",1
DAISY,DOG,LABRADOR RETR,2,"(47.269898, -122.4705)",1
RUBY,DOG,LABRADOR RETR,2,"(47.279274, -122.517399)",1
LANCE,DOG,RAT TERRIER,2,"(47.293677, -122.52142)",1
BRADLEY,DOG,BEAGLE,1,"(47.188299, -122.402032)",1
SAVANNA,DOG,BELG MALINOIS,2,"(47.27932, -122.500812)",1
TAMMY,CAT,DOMESTIC SH,3,"(47.187054, -122.454845)",1
JACK,DOG,POODLE STND,2,"(47.284777, -122.50752)",1
SPIRIT,DOG,CHIHUAHUA SH,1,"(47.248915, -122.465216)",1
MABEL,DOG,DACHSHUND,4,"(47.190365, -122.442725)",1
PEPPER,DOG,SCHNAUZER MIN,1,"(47.295828, -122.383532)",1
AGNI,DOG,MASTIFF,1,"(47.255158, -122.45342)",1
MADHAVI,DOG,RHOD RIDGEBACK,1,"(47.255158, -122.45342)",1
SWITCH,DOG,BEAGLE,3,"(47.218872, -122.456574)",1
MADEA,DOG,LABRADOR RETR,2,"(47.253348, -122.536398)",1
SHEBA,DOG,GERM SHEPHERD,4,"(47.188567, -122.449219)",1
MOLLY,CAT,SIAMESE,1,"(47.283907, -122.379056)",1
ROSIE,DOG,MALTESE,2,"(47.256892, -122.467491)",1
BRATSPOT,CAT,DOMESTIC MH,2,"(47.251021, -122.515107)",1
EDDIE,DOG,DACHSHUND,5,"(47.240338, -122.511532)",1
LUCKY,DOG,DACHSHUND,1,"(47.303675, -122.425421)",1
TRIO,DOG,LABRADOR RETR,2,"(47.279274, -122.517399)",1
MISTY,DOG,BICHON FRISE,3,"(47.187119, -122.472226)",1
MARLO,CAT,DOMESTIC SH,3,"(47.201436, -122.495477)",1
JESSE,CAT,DOMESTIC SH,3,"(47.201436, -122.495477)",1
BENNIE,CAT,DOMESTIC SH,3,"(47.201436, -122.495477)",1
FRANKTHETANK,DOG,BOSTON TERRIER,4,"(47.178211, -122.441593)",1
OSCAR,DOG,DACHSHUND,2,"(47.286211, -122.498155)",1
LINUS,DOG,BEAGLE,4,"(47.21963, -122.4423)",1
LUCY,DOG,BEAGLE,4,"(47.21963, -122.4423)",1
MISSY,DOG,GOLDEN RETR,4,"(47.234177, -122.417657)",1
TUCKER,CAT,DOMESTIC SH,5,"(47.227822, -122.518543)",1
PALOMA,DOG,CHIHUAHUA SH,4,"(47.194192, -122.429701)",1
SKYE,DOG,GERM SHEPHERD,4,"(47.199773, -122.44902)",1
FIESTY,CAT,BURMESE,2,"(47.251554, -122.542757)",1
ABBY,DOG,COCKER SPAN,1,"(47.2976, -122.388142)",1
BRUNO,DOG,GOLDEN RETR,2,"(47.266089, -122.478236)",1
PEBBLES,DOG,WELSH CORGI CAR,2,"(47.24767, -122.471013)",1
CALLIE,DOG,LABRADOR RETR,2,"(47.258166, -122.47802)",1
WESTLEY,DOG,GERM SHEPHERD,2,"(47.277128, -122.506202)",1
EVER,DOG,DOBERMAN PINSCH,4,"(47.226218, -122.402112)",1
TIA,DOG,CHIHUAHUA SH,2,"(47.271298, -122.52312)",1
MAEBELLE,CAT,DOMESTIC SH,2,"(47.268042, -122.519486)",1
BALTO,DOG,GERM SHEPHERD,2,"(47.257943, -122.46849)",1
RUDY,DOG,CHIHUAHUA SH,3,"(47.195968, -122.493851)",1
EDDIE,DOG,PUG,3,"(47.195968, -122.493851)",1
MISS ANNA,DOG,PUG,3,"(47.195968, -122.493851)",1
TOBY,DOG,CAVALIER SPAN,2,"(47.269077, -122.52022)",1
ZIGGY,DOG,GERM SHEPHERD,4,"(47.231377, -122.425201)",1
TINKERBELL,CAT,DOMESTIC MH,3,"(47.213777, -122.47372)",1
ROCKETROCKY,DOG,JACK RUSS TERR,2,"(47.292928, -122.517352)",1
TEDDY,DOG,SHIH TZU,2,"(47.292928, -122.517352)",1
SYMON,CAT,DOMESTIC SH,2,"(47.264381, -122.462534)",1
LEXI,CAT,DOMESTIC SH,2,"(47.265997, -122.536808)",1
CHICA,DOG,CHIHUAHUA LH,3,"(47.199093, -122.501737)",1
PEPPER,CAT,DOMESTIC SH,2,"(47.268367, -122.456326)",1
MICKIE,DOG,BEAGLE,2,"(47.253414, -122.532302)",1
TRIXIE,DOG,LABRADOR RETR,2,"(47.244715, -122.490728)",1
DOC,DOG,LABRADOR RETR,1,"(47.237177, -122.44432)",1
STITCH,DOG,CHIHUAHUA SH,4,"(47.233177, -122.42082)",1
LUNA,DOG,CHIHUAHUA SH,4,"(47.218277, -122.41232)",1
BALLER,DOG,GOLDEN RETR,2,"(47.247122, -122.496098)",1
ANGEL,DOG,GOLDEN RETR,2,"(47.247122, -122.496098)",1
SCRUFFY,DOG,SC WHEAT TERR,2,"(47.299254, -122.52458)",1
DUTCH,DOG,SHIBA INU,2,"(47.267173, -122.468632)",1
MICHI,DOG,SHIBA INU,2,"(47.267173, -122.468632)",1
AGGIE,DOG,PIT BULL,3,"(47.201208, -122.469892)",1
TYSON,DOG,BOXER,4,"(47.194647, -122.450245)",1
KALI,DOG,BOSTON TERRIER,4,"(47.194647, -122.450245)",1
FOX,CAT,DOMESTIC SH,3,"(47.219485, -122.461245)",1
MR.CAT,CAT,DOMESTIC SH,4,"(47.223524, -122.443705)",1
MABLE,DOG,DACHSHUND,2,"(47.266218, -122.525472)",1
MANGO,CAT,DOMESTIC SH,2,"(47.279989, -122.512152)",1
DELAY,DOG,PIT BULL,1,"(47.299198, -122.391652)",1
SADIE,DOG,GOLDEN RETR,2,"(47.28021, -122.487672)",1
MUSIC,DOG,SKYE TERRIER,1,"(47.276522, -122.356553)",1
TRINITY,CAT,RUSSIAN BLUE,2,"(47.251021, -122.515107)",1
DOOKEE,DOG,CHIHUAHUA SH,4,"(47.195739, -122.418609)",1
VIOLET,DOG,WELSH CORGI PEM,2,"(47.260058, -122.445812)",1
KENAI,DOG,WOLF HYBRID,4,"(47.223857, -122.415062)",1
MANDELA,DOG,LABRADOR RETR,2,"(47.283574, -122.519706)",1
TEDDY,DOG,GERM SHEPHERD,1,"(47.299677, -122.41242)",1
HENRY,DOG,LABRADOR RETR,2,"(47.258777, -122.44372)",1
THOMAS,CAT,DOMESTIC MH,2,"(47.255958, -122.474222)",1
TUBBY,DOG,CHIHUAHUA SH,2,"(47.286827, -122.509068)",1
GUSS 1,DOG,GOLDEN RETR,2,"(47.286827, -122.509068)",1
CHARLEY,DOG,GOLDEN RETR,2,"(47.286827, -122.509068)",1
KUMA,DOG,AKITA,2,"(47.286827, -122.509068)",1
CLOVER,DOG,SIBERIAN HUSKY,4,"(47.228296, -122.449595)",1
TILLIE,DOG,HAVANESE,4,"(47.204632, -122.447523)",1
LILY,DOG,LABRADOR RETR,3,"(47.223907, -122.455491)",1
HENERY,DOG,SCHNAUZER STAND,1,"(47.278433, -122.36283)",1
SASSI,CAT,DOMESTIC SH,1,"(47.252323, -122.461022)",1
SISSY SUE,DOG,DACHSHUND,2,"(47.286211, -122.498155)",1
BOLT,CAT,DOMESTIC SH,4,"(47.218902, -122.416943)",1
LIL BOY,DOG,SHIH TZU,4,"(47.234177, -122.417657)",1
DAISY MAE,DOG,BASSET HOUND,4,"(47.233886, -122.416726)",1
EDGAR,CAT,DOMESTIC MH,2,"(36.738837, -97.067263)",1
JUNO,CAT,DOMESTIC SH,2,"(36.738837, -97.067263)",1
MAGGIE,CAT,DOMESTIC SH,4,"(47.201057, -122.444917)",1
BOOTER,DOG,PUG,1,"(47.244777, -122.45552)",1
GIGI,DOG,CHIHUAHUA SH,1,"(47.244777, -122.45552)",1
BOOTS,CAT,DOMESTIC MH,4,"(47.214613, -122.423044)",1
MOJITO,DOG,BELG SHEEPDOG,3,"(47.213274, -122.454115)",1
MITZEE,DOG,MANCHESTER TERR,2,"(47.257759, -122.544002)",1
